phase1	phase2	gsed	gsed2	gsed3	gsed4	short1	short2	instrument	seq_phase1	seq_phase2	label
bsid_fm55	bsid_fm55	by3fmd055	by3fmd055	by3fmd055	by3fmd055	fm55	fm55	BSID			Cuts on line
bsid_fm56	bsid_fm56	by3fmd056	by3fmd056	by3fmd056	by3fmd056	fm56	fm56	BSID			Builds T
bsid_fm57	bsid_fm57	by3fmd057	by3fmd057	by3fmd057	by3fmd057	fm57	fm57	BSID			Buttons 1 button
bsid_fm58	bsid_fm58	by3fmd058	by3fmd058	by3fmd058	by3fmd058	fm58	fm58	BSID			Builds steps
bsid_fm59	bsid_fm59	by3fmd059	by3fmd059	by3fmd059	by3fmd059	fm59	fm59	BSID			Traces designs
bsid_fm60	bsid_fm60	by3fmd060	by3fmd060	by3fmd060	by3fmd060	fm60	fm60	BSID			Imitates square
bsid_fm61	bsid_fm61	by3fmd061	by3fmd061	by3fmd061	by3fmd061	fm61	fm61	BSID			Copies plus sign
bsid_fm62	bsid_fm62	by3fmd062	by3fmd062	by3fmd062	by3fmd062	fm62	fm62	BSID			Tapbs fingers
bsid_fm63	bsid_fm63	by3fmd063	by3fmd063	by3fmd063	by3fmd063	fm63	fm63	BSID			Places 20 pellets in bottle
bsid_fm64	bsid_fm64	by3fmd064	by3fmd064	by3fmd064	by3fmd064	fm64	fm64	BSID			Cuts circle
bsid_fm65	bsid_fm65	by3fmd065	by3fmd065	by3fmd065	by3fmd065	fm65	fm65	BSID			Cuts square
bsid_fm66	bsid_fm66	by3fmd066	by3fmd066	by3fmd066	by3fmd066	fm66	fm66	BSID			Copies square
bsid_gsm01	bsid_gsm01	by3gmd001	by3gmd001	by3gmd001	by3gmd001	gsm01	gsm01	BSID			Thursts legs in play
bsid_gsm02	bsid_gsm02	by3gmd002	by3gmd002	by3gmd002	by3gmd002	gsm02	gsm02	BSID			Thrusts arms in play
bsid_gsm03	bsid_gsm03	by3gmd003	by3gmd003	by3gmd003	by3gmd003	gsm03	gsm03	BSID			Controls head while upright series: lifts head
bsid_gsm04	bsid_gsm04	by3gmd004	by3gmd004	by3gmd004	by3gmd004	gsm04	gsm04	BSID			Controls head while upright series: 3 secs
bsid_gsm05	bsid_gsm05	by3gmd005	by3gmd005	by3gmd005	by3gmd005	gsm05	gsm05	BSID			Turns head to side
bsid_gsm06	bsid_gsm06	by3gmd006	by3gmd006	by3gmd006	by3gmd006	gsm06	gsm06	BSID			Makes crawling movements
bsid_gsm07	bsid_gsm07	by3gmd007	by3gmd007	by3gmd007	by3gmd007	gsm07	gsm07	BSID			Controls head in dorsal suspension
bsid_gsm08	bsid_gsm08	by3gmd008	by3gmd008	by3gmd008	by3gmd008	gsm08	gsm08	BSID			Controls head in ventral suspension
bsid_gsm09	bsid_gsm09	by3gmd009	by3gmd009	by3gmd009	by3gmd009	gsm09	gsm09	BSID			Controls head while upright Series: 15 seconds
bsid_gsm10	bsid_gsm10	by3gmd010	by3gmd010	by3gmd010	by3gmd010	gsm10	gsm10	BSID			Holds head in midline
bsid_gsm11	bsid_gsm11	by3gmd011	by3gmd011	by3gmd011	by3gmd011	gsm11	gsm11	BSID			Holds head upright while carried
bsid_gsm12	bsid_gsm12	by3gmd012	by3gmd012	by3gmd012	by3gmd012	gsm12	gsm12	BSID			Controls head while prone Series: 45 degrees
bsid_gsm13	bsid_gsm13	by3gmd013	by3gmd013	by3gmd013	by3gmd013	gsm13	gsm13	BSID			Rights head
bsid_gsm14	bsid_gsm14	by3gmd014	by3gmd014	by3gmd014	by3gmd014	gsm14	gsm14	BSID			Rolls from side to back
bsid_gsm15	bsid_gsm15	by3gmd015	by3gmd015	by3gmd015	by3gmd015	gsm15	gsm15	BSID			Elevates trunk while Prone Series: Elbows and forearms
bsid_gsm16	bsid_gsm16	by3gmd016	by3gmd016	by3gmd016	by3gmd016	gsm16	gsm16	BSID			Sits with Support Series: Briefly
bsid_gsm17	bsid_gsm17	by3gmd017	by3gmd017	by3gmd017	by3gmd017	gsm17	gsm17	BSID			Controls head while prone Series: 90 degrees
bsid_gsm18	bsid_gsm18	by3gmd018	by3gmd018	by3gmd018	by3gmd018	gsm18	gsm18	BSID			Elevates trunk while prone
bsid_gsm19	bsid_gsm19	by3gmd019	by3gmd019	by3gmd019	by3gmd019	gsm19	gsm19	BSID			Sits with Support Series: 30 seconds
bsid_gsm20	bsid_gsm20	by3gmd020	by3gmd020	by3gmd020	by3gmd020	gsm20	gsm20	BSID			Rolls from back to sides
bsid_gsm21	bsid_gsm21	by3gmd021	by3gmd021	by3gmd021	by3gmd021	gsm21	gsm21	BSID			Elevates Trunk while Prone Series: Extended arms
bsid_gsm22	bsid_gsm22	by3gmd022	by3gmd022	by3gmd022	by3gmd022	gsm22	gsm22	BSID			Sits with Support Series: 5 seconds
bsid_gsm23	bsid_gsm23	by3gmd023	by3gmd023	by3gmd023	by3gmd023	gsm23	gsm23	BSID			Pulls up to sit
bsid_gsm24	bsid_gsm24	by3gmd024	by3gmd024	by3gmd024	by3gmd024	gsm24	gsm24	BSID			Grasps foot with hands
bsid_gsm25	bsid_gsm25	by3gmd025	by3gmd025	by3gmd025	by3gmd025	gsm25	gsm25	BSID			Rolls from back to stomach
bsid_gsm26	bsid_gsm26	by3gmd026	by3gmd026	by3gmd026	by3gmd026	gsm26	gsm26	BSID			Sits without Support Series: 30 seconds
bsid_gsm27	bsid_gsm27	by3gmd027	by3gmd027	by3gmd027	by3gmd027	gsm27	gsm27	BSID			Sits without support and holds objects
bsid_gsm28	bsid_gsm28	by3gmd028	by3gmd028	by3gmd028	by3gmd028	gsm28	gsm28	BSID			Rotates trunk while seated
bsid_gsm29	bsid_gsm29	by3gmd029	by3gmd029	by3gmd029	by3gmd029	gsm29	gsm29	BSID			Makes stepping movements
bsid_gsm30	bsid_gsm30	by3gmd030	by3gmd030	by3gmd030	by3gmd030	gsm30	gsm30	BSID			Crawls Series: On stomach
bsid_gsm31	bsid_gsm31	by3gmd031	by3gmd031	by3gmd031	by3gmd031	gsm31	gsm31	BSID			Crawls Series: Crawl position
bsid_gsm32	bsid_gsm32	by3gmd032	by3gmd032	by3gmd032	by3gmd032	gsm32	gsm32	BSID			Moves from sitting to hands and knees
bsid_gsm33	bsid_gsm33	by3gmd033	by3gmd033	by3gmd033	by3gmd033	gsm33	gsm33	BSID			Supports weight
bsid_gsm34	bsid_gsm34	by3gmd034	by3gmd034	by3gmd034	by3gmd034	gsm34	gsm34	BSID			Crawls Series: Crawl movement
bsid_gsm35	bsid_gsm35	by3gmd035	by3gmd035	by3gmd035	by3gmd035	gsm35	gsm35	BSID			Raises self to standing position
bsid_gsm36	bsid_gsm36	by3gmd036	by3gmd036	by3gmd036	by3gmd036	gsm36	gsm36	BSID			Bounces while standing
bsid_gsm37	bsid_gsm37	by3gmd037	by3gmd037	by3gmd037	by3gmd037	gsm37	gsm37	BSID			Walks Series: With support
bsid_gsm38	bsid_gsm38	by3gmd038	by3gmd038	by3gmd038	by3gmd038	gsm38	gsm38	BSID			Walks sideways with support
bsid_gsm39	bsid_gsm39	by3gmd039	by3gmd039	by3gmd039	by3gmd039	gsm39	gsm39	BSID			Sits down with control
bsid_gsm40	bsid_gsm40	by3gmd040	by3gmd040	by3gmd040	by3gmd040	gsm40	gsm40	BSID			Stands alone
bsid_gsm41	bsid_gsm41	by3gmd041	by3gmd041	by3gmd041	by3gmd041	gsm41	gsm41	BSID			Stands up Series: Alone
bsid_gsm42	bsid_gsm42	by3gmd042	by3gmd042	by3gmd042	by3gmd042	gsm42	gsm42	BSID			Walks Series: Alone
bsid_gsm43	bsid_gsm43	by3gmd043	by3gmd043	by3gmd043	by3gmd043	gsm43	gsm43	BSID			Walks Series: Alone with coordination
bsid_gsm44	bsid_gsm44	by3gmd044	by3gmd044	by3gmd044	by3gmd044	gsm44	gsm44	BSID			Throws ball
bsid_gsm45	bsid_gsm45	by3gmd045	by3gmd045	by3gmd045	by3gmd045	gsm45	gsm45	BSID			Squats without support
bsid_gsm46	bsid_gsm46	by3gmd046	by3gmd046	by3gmd046	by3gmd046	gsm46	gsm46	BSID			Stands up Series: Mature
bsid_gsm47	bsid_gsm47	by3gmd047	by3gmd047	by3gmd047	by3gmd047	gsm47	gsm47	BSID			Walks Up Stairs Series: Both feet on each step, with support.
bsid_gsm48	bsid_gsm48	by3gmd048	by3gmd048	by3gmd048	by3gmd048	gsm48	gsm48	BSID			Walks backward 2 steps
bsid_gsm49	bsid_gsm49	by3gmd049	by3gmd049	by3gmd049	by3gmd049	gsm49	gsm49	BSID			Walks Down Stairs Series: Both feet on each step, with support
bsid_gsm50	bsid_gsm50	by3gmd050	by3gmd050	by3gmd050	by3gmd050	gsm50	gsm50	BSID			Runs with coordination
bsid_gsm51	bsid_gsm51	by3gmd051	by3gmd051	by3gmd051	by3gmd051	gsm51	gsm51	BSID			Balances on Right Foot Series: With support
bsid_gsm52	bsid_gsm52	by3gmd052	by3gmd052	by3gmd052	by3gmd052	gsm52	gsm52	BSID			Balances on Left Foot Series: With support
bsid_gsm53	bsid_gsm53	by3gmd053	by3gmd053	by3gmd053	by3gmd053	gsm53	gsm53	BSID			Walks sideways without support
bsid_gsm54	bsid_gsm54	by3gmd054	by3gmd054	by3gmd054	by3gmd054	gsm54	gsm54	BSID			Jumps from bottom step
bsid_gsm55	bsid_gsm55	by3gmd055	by3gmd055	by3gmd055	by3gmd055	gsm55	gsm55	BSID			Kicks ball
bsid_gsm56	bsid_gsm56	by3gmd056	by3gmd056	by3gmd056	by3gmd056	gsm56	gsm56	BSID			Walks forward on path
bsid_gsm57	bsid_gsm57	by3gmd057	by3gmd057	by3gmd057	by3gmd057	gsm57	gsm57	BSID			Walks Up Stairs Series: Both feet on each step, alone.
bsid_gsm58	bsid_gsm58	by3gmd058	by3gmd058	by3gmd058	by3gmd058	gsm58	gsm58	BSID			Walks Down Stairs Series: Both feet on each step, alone
bsid_gsm59	bsid_gsm59	by3gmd059	by3gmd059	by3gmd059	by3gmd059	gsm59	gsm59	BSID			Jumps Forward Series: 4 inches
bsid_gsm60	bsid_gsm60	by3gmd060	by3gmd060	by3gmd060	by3gmd060	gsm60	gsm60	BSID			Balances on right Foot Series: 2 seconds, alone
bsid_gsm61	bsid_gsm61	by3gmd061	by3gmd061	by3gmd061	by3gmd061	gsm61	gsm61	BSID			Balances on Left Foot Series: 2 seconds, alone
bsid_gsm62	bsid_gsm62	by3gmd062	by3gmd062	by3gmd062	by3gmd062	gsm62	gsm62	BSID			Walks on tiptoes 4 steps
bsid_gsm63	bsid_gsm63	by3gmd063	by3gmd063	by3gmd063	by3gmd063	gsm63	gsm63	BSID			Walks backward close to path
bsid_gsm64	bsid_gsm64	by3gmd064	by3gmd064	by3gmd064	by3gmd064	gsm64	gsm64	BSID			Walks Up Stairs Series: Alternating feet, alone
bsid_gsm65	bsid_gsm65	by3gmd065	by3gmd065	by3gmd065	by3gmd065	gsm65	gsm65	BSID			Imitates postures
bsid_gsm66	bsid_gsm66	by3gmd066	by3gmd066	by3gmd066	by3gmd066	gsm66	gsm66	BSID			Stops from a full run
bsid_gsm67	bsid_gsm67	by3gmd067	by3gmd067	by3gmd067	by3gmd067	gsm67	gsm67	BSID			Walks Down Stairs Series: Alternating feet, alone
bsid_gsm68	bsid_gsm68	by3gmd068	by3gmd068	by3gmd068	by3gmd068	gsm68	gsm68	BSID			Hops 5 feet
bsid_gsm69	bsid_gsm69	by3gmd069	by3gmd069	by3gmd069	by3gmd069	gsm69	gsm69	BSID			Balances on Right Foot Series: 8 seconds, alone
bsid_gsm70	bsid_gsm70	by3gmd070	by3gmd070	by3gmd070	by3gmd070	gsm70	gsm70	BSID			Balances on Left Foot Series: 8 seconds, alone
bsid_gsm71	bsid_gsm71	by3gmd071	by3gmd071	by3gmd071	by3gmd071	gsm71	gsm71	BSID			Walks heel to toe
bsid_gsm72	bsid_gsm72	by3gmd072	by3gmd072	by3gmd072	by3gmd072	gsm72	gsm72	BSID			Jumps Forward Series: 24 inches
